sku_id,region,customer_tier,week_start,week_num,category,unit_cost,regular_price,realized_price,customer_tier_discount_pct,competitor_price,competitor_price_index,promotion_flag,promotion_depth,seasonality_index,economic_demand_index,beginning_inventory,receipts,units_sold,latent_demand,lost_sales_estimate,ending_inventory,on_order,revenue,cogs,gross_profit,gross_margin_pct,weeks_of_cover,stockout_flag,excess_inventory_flag,slow_moving_flag,price_change_reason,price_test_flag,policy_version
SKU-00005,Interior,Trade,2022-12-26,52,Suspension,232.16,348.36,313.92,0.0989,348.62,0.9005,False,0.0,1.0,1.0311,0.0,0.0,0.0,39.72,39.72,0.0,21.38,0.0,0.0,0.0,0.0,0.0,True,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00005,Lower Mainland,Fleet,2022-12-26,52,Suspension,232.16,348.36,298.29,0.1437,304.74,0.9788,False,0.0,1.0,1.0311,0.0,0.0,0.0,44.35,44.35,0.0,7.22,0.0,0.0,0.0,0.0,0.0,True,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00005,Lower Mainland,Retail,2022-12-26,52,Suspension,232.16,348.36,342.82,0.0159,368.01,0.9316,False,0.0,1.0,1.0311,18.18,104.82,41.34,41.34,0.0,81.66,52.41,14172.18,9597.49,4574.69,0.3228,1.31,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00005,Lower Mainland,Trade,2022-12-26,52,Suspension,232.16,348.36,324.55,0.0684,337.06,0.9629,False,0.0,1.0,1.0311,0.0,58.88,38.87,38.87,0.0,20.01,29.44,12615.26,9024.06,3591.2,0.2847,0.32,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00005,Northern BC,Fleet,2022-12-26,52,Suspension,232.16,348.36,298.59,0.1429,332.54,0.8979,False,0.0,1.0,1.0311,0.0,0.0,0.0,33.82,33.81,0.0,16.39,0.0,0.0,0.0,0.0,0.0,True,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00005,Northern BC,Retail,2022-12-26,52,Suspension,232.16,348.36,354.08,-0.0164,330.27,1.0721,False,0.0,1.0,1.0311,40.06,0.0,25.7,25.7,0.0,14.36,6.05,9099.86,5966.51,3133.35,0.3443,0.42,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00005,Northern BC,Trade,2022-12-26,52,Suspension,232.16,348.36,322.03,0.0756,350.61,0.9185,False,0.0,1.0,1.0311,0.0,98.07,25.65,25.65,0.0,72.42,49.03,8260.07,5954.9,2305.17,0.2791,2.1,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00005,Vancouver Island,Fleet,2022-12-26,52,Suspension,232.16,348.36,298.58,0.1429,331.13,0.9017,False,0.0,1.0,1.0311,0.0,0.0,0.0,28.01,28.01,0.0,26.08,0.0,0.0,0.0,0.0,0.0,True,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00005,Vancouver Island,Retail,2022-12-26,52,Suspension,232.16,348.36,342.89,0.0072,343.41,0.9985,False,0.0,1.0,1.0311,0.0,0.0,0.0,30.12,30.12,0.0,17.09,0.0,0.0,0.0,0.0,0.0,True,False,False,scheduled_review,False,v2.0.0-inventory-engine
SKU-00005,Vancouver Island,Trade,2022-12-26,52,Suspension,232.16,348.36,261.55,0.2637,307.45,0.8507,True,0.1854,1.0,1.0311,0.0,0.0,0.0,58.42,58.41,0.0,9.59,0.0,0.0,0.0,0.0,0.0,True,False,False,promotion,False,v2.0.0-inventory-engine
SKU-00006,Interior,Fleet,2022-12-26,52,Fluids,221.18,290.24,244.02,0.1592,294.46,0.8287,False,0.0,0.8415,1.0311,0.0,0.0,0.0,45.53,45.52,0.0,12.16,0.0,0.0,0.0,0.0,0.0,True,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00006,Interior,Retail,2022-12-26,52,Fluids,221.18,290.24,266.91,0.0802,278.22,0.9593,True,0.0829,0.8415,1.0311,14.38,0.0,14.38,39.43,25.06,0.0,19.73,3837.28,3179.83,657.45,0.1713,0.0,True,False,False,promotion,False,v2.0.0-inventory-engine
SKU-00006,Interior,Trade,2022-12-26,52,Fluids,221.18,290.24,262.69,0.0949,256.12,1.0257,False,0.0,0.8415,1.0311,0.0,81.21,35.69,35.69,0.0,45.52,40.6,9375.41,7893.91,1481.5,0.158,2.0,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00006,Lower Mainland,Fleet,2022-12-26,52,Fluids,221.18,290.24,243.94,0.1595,275.83,0.8844,False,0.0,0.8415,1.0311,0.0,0.0,0.0,56.96,56.95,0.0,3.78,0.0,0.0,0.0,0.0,0.0,True,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00006,Lower Mainland,Retail,2022-12-26,52,Fluids,221.18,290.24,292.67,-0.0084,300.22,0.9749,False,0.0,0.8415,1.0311,20.43,104.97,39.96,39.96,0.0,85.44,52.48,11695.09,8838.35,2856.74,0.2443,2.64,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00006,Lower Mainland,Trade,2022-12-26,52,Fluids,221.18,290.24,265.87,0.084,280.15,0.949,False,0.0,0.8415,1.0311,51.37,0.0,51.37,52.86,1.5,0.0,9.03,13657.31,11361.65,2295.66,0.1681,0.0,True,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00006,Northern BC,Fleet,2022-12-26,52,Fluids,221.18,290.24,251.6,0.1331,282.48,0.8907,False,0.0,0.8415,1.0311,8.43,62.9,29.08,29.08,0.0,42.25,31.45,7316.53,6431.91,884.62,0.1209,2.35,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00006,Northern BC,Retail,2022-12-26,52,Fluids,221.18,290.24,291.16,-0.0032,277.96,1.0475,False,0.0,0.8415,1.0311,30.67,0.0,17.79,17.79,0.0,12.88,15.44,5179.74,3934.79,1244.95,0.2403,0.72,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00006,Northern BC,Trade,2022-12-26,52,Fluids,221.18,290.24,271.13,0.0658,293.01,0.9253,False,0.0,0.8415,1.0311,0.0,83.75,21.02,21.02,0.0,62.73,41.87,5699.15,4649.2,1049.95,0.1842,3.49,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00006,Vancouver Island,Fleet,2022-12-26,52,Fluids,221.18,290.24,243.99,0.1593,281.3,0.8674,False,0.0,0.8415,1.0311,0.0,0.0,0.0,31.39,31.39,0.0,2.83,0.0,0.0,0.0,0.0,0.0,True,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00006,Vancouver Island,Retail,2022-12-26,52,Fluids,221.18,290.24,293.23,-0.0103,305.94,0.9585,False,0.0,0.8415,1.0311,26.89,0.0,19.12,19.12,0.0,7.77,12.76,5606.56,4228.96,1377.6,0.2457,0.38,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00006,Vancouver Island,Trade,2022-12-26,52,Fluids,221.18,290.24,267.95,0.0768,265.71,1.0084,False,0.0,0.8415,1.0311,0.0,0.0,0.0,25.9,25.9,0.0,25.51,0.0,0.0,0.0,0.0,0.0,True,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00007,Interior,Fleet,2022-12-26,52,Suspension,87.65,107.7,93.61,0.1333,95.76,0.9775,False,0.0,1.0,1.0311,5.81,51.43,33.31,33.31,0.0,23.93,25.71,3118.15,2919.62,198.53,0.0637,0.61,False,False,False,random_regional_test,True,v2.0.0-inventory-engine
SKU-00007,Interior,Retail,2022-12-26,52,Suspension,87.65,107.7,108.66,-0.0089,99.79,1.0889,False,0.0,1.0,1.0311,50.14,0.0,30.94,30.94,0.0,19.2,29.1,3361.94,2711.89,650.05,0.1934,0.49,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00007,Interior,Trade,2022-12-26,52,Suspension,87.65,107.7,98.9,0.0817,103.77,0.9531,False,0.0,1.0,1.0311,30.41,0.0,30.41,33.54,3.13,0.0,8.84,3007.55,2665.44,342.11,0.1138,0.0,True,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00007,Lower Mainland,Fleet,2022-12-26,52,Suspension,87.65,107.7,74.45,0.337,109.47,0.6801,True,0.1814,1.0,1.0311,71.44,0.0,71.44,76.4,4.96,0.0,26.03,5318.71,6261.72,-943.01,-0.1773,0.0,True,False,False,promotion,False,v2.0.0-inventory-engine
SKU-00007,Lower Mainland,Retail,2022-12-26,52,Suspension,94.29,107.7,107.97,-0.0025,110.57,0.9765,False,0.0,1.0,1.0311,56.13,0.0,46.34,46.34,0.0,9.79,9.26,5003.33,4369.4,633.93,0.1267,0.18,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00007,Lower Mainland,Trade,2022-12-26,52,Suspension,87.65,107.7,100.98,0.0624,104.69,0.9646,False,0.0,1.0,1.0311,0.0,145.08,46.51,46.51,0.0,98.57,72.54,4696.58,4076.6,619.98,0.132,1.78,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00007,Northern BC,Fleet,2022-12-26,52,Suspension,87.65,107.7,85.72,0.2141,98.36,0.8715,True,0.0692,1.0,1.0311,0.0,0.0,0.0,23.81,23.81,0.0,21.77,0.0,0.0,0.0,0.0,0.0,True,False,False,promotion,False,v2.0.0-inventory-engine
SKU-00007,Northern BC,Retail,2022-12-26,52,Suspension,87.65,107.7,106.67,0.0096,112.77,0.9459,False,0.0,1.0,1.0311,57.17,0.0,21.13,21.13,0.0,36.04,0.0,2253.94,1852.04,401.9,0.1783,1.17,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00007,Northern BC,Trade,2022-12-26,52,Suspension,87.65,107.7,98.94,0.0813,98.65,1.0029,False,0.0,1.0,1.0311,110.7,0.0,19.42,19.42,0.0,91.28,0.0,1921.41,1702.16,219.25,0.1141,2.96,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00007,Vancouver Island,Fleet,2022-12-26,52,Suspension,87.65,107.7,89.46,0.1694,100.79,0.8876,False,0.0,1.0,1.0311,0.0,0.0,0.0,36.01,36.01,0.0,18.36,0.0,0.0,0.0,0.0,0.0,True,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00007,Vancouver Island,Retail,2022-12-26,52,Suspension,87.65,107.7,107.66,0.0004,99.96,1.077,False,0.0,1.0,1.0311,62.29,0.0,26.18,26.18,0.0,36.11,0.0,2818.54,2294.68,523.86,0.1859,1.03,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00007,Vancouver Island,Trade,2022-12-26,52,Suspension,87.65,107.7,97.1,0.0984,106.71,0.9099,False,0.0,1.0,1.0311,78.09,0.0,26.09,26.09,0.0,52.0,0.0,2533.34,2286.79,246.55,0.0973,1.49,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00008,Interior,Fleet,2022-12-26,52,Suspension,184.1,231.18,193.78,0.1618,227.7,0.851,False,0.0,1.0,1.0311,104.92,0.0,24.32,24.32,0.0,80.6,0.0,4712.73,4477.31,235.42,0.05,3.73,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00008,Interior,Retail,2022-12-26,52,Suspension,184.1,231.18,228.8,0.0103,223.54,1.0235,False,0.0,1.0,1.0311,42.58,0.0,20.3,20.3,0.0,22.28,0.0,4644.64,3737.23,907.41,0.1954,1.03,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00008,Interior,Trade,2022-12-26,52,Suspension,184.1,231.18,210.73,0.0885,219.21,0.9613,False,0.0,1.0,1.0311,0.0,0.0,0.0,21.79,21.79,0.0,9.92,0.0,0.0,0.0,0.0,0.0,True,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00008,Lower Mainland,Fleet,2022-12-26,52,Suspension,184.1,231.18,194.52,0.1586,234.95,0.8279,False,0.0,1.0,1.0311,0.0,94.32,34.58,34.58,0.0,59.74,47.16,6726.5,6366.18,360.32,0.0536,1.95,False,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00008,Lower Mainland,Retail,2022-12-26,52,Suspension,184.1,231.18,228.74,0.0106,235.32,0.972,False,0.0,1.0,1.0311,12.08,0.0,12.08,28.79,16.71,0.0,9.97,2763.18,2223.93,539.25,0.1952,0.0,True,False,False,no_change,False,v2.0.0-inventory-engine
SKU-00008,Lower Mainland,Trade,2022-12-26,52,Suspension,184.1,231.18,216.16,0.065,205.49,1.0519,False,0.0,1.0,1.0311,23.15,71.92,31.35,31.35,0.0,63.72,35.96,6776.62,5771.54,1005.08,0.1483,2.08,False,False,False,no_change,False,v2.0.0-inventory-engine
